ダウンロード実行日,2010年07月28日現在,件数,10985件
ＥＤＩＮＥＴコード,提出者名,所在地
E04769,東京リース株式会社,東京都新宿区西新宿六丁目１０番１号
E04770,株式会社日本プレスセンター,東京都千代田区内幸町二丁目２番１号
E04771,大和リース株式会社,大阪府大阪市中央区農人橋２丁目１番３６号
E04773,セコム株式会社,東京都渋谷区神宮前一丁目５番１号
E04774,株式会社白青舎,東京都千代田区岩本町一丁目３番９号
E04775,株式会社オリエントコーポレーション,東京都千代田区麹町５丁目２番地１
E04776,株式会社久喜菖蒲工業団地管理センター,埼玉県久喜市河原井町１９番地
E04777,丸紅建材リース株式会社,東京都港区芝公園２丁目４番１号
E04778,株式会社セントラルファイナンス,愛知県名古屋市中区錦三丁目２０番２７号
E04779,日立キャピタル株式会社,東京都港区西新橋二丁目１５番１２号
E04780,ＴＫＣ金融保証株式会社,東京都港区港南二丁目１６番１号　品川イーストワンタワー１３Ｆ
E04781,株式会社ライフ,神奈川県横浜市青葉区荏田西一丁目３番地２０
E04782,地銀ネットワークサービス株式会社,東京都千代田区鍛冶町一丁目８番３号
E04783,ロイヤルホールディングス株式会社,福岡県福岡市博多区那珂三丁目２８番５号
E04784,株式会社東天紅,東京都台東区池之端１－４－３３
E04785,日本原燃株式会社,青森県上北郡六ヶ所村大字尾駮字沖付４番地１０８
E04786,株式会社ＣＳＫホールディングス,東京都港区南青山二丁目２６番１号
E04787,サウディ石油化学株式会社,東京都千代田区永田町二丁目１３番１０号
E04788,三菱ＵＦＪリース株式会社,東京都千代田区丸の内一丁目５番１号
E04789,株式会社北海道畜産公社,北海道札幌市中央区北４条西１丁目１番地
E04790,株式会社インテック,富山県富山市牛島新町５番５号
E04791,三井住友ファイナンス＆リース株式会社,東京都港区西新橋三丁目９番４号
E04792,株式会社しんきん情報システムセンター,東京都中央区日本橋２丁目１番１０号
E04793,株式会社格付投資情報センター,東京都中央区日本橋一丁目４番１号
E04794,信組情報サービス株式会社,千葉県白井市桜台１丁目２番
E04795,いであ株式会社,東京都世田谷区駒沢三丁目１５番１号
E04796,株式会社学究社,東京都国立市東１－４
E04797,カテナ株式会社,東京都江東区潮見二丁目１０番２４号
E04798,株式会社幕張メッセ,千葉県千葉市美浜区中瀬２丁目１番
E04799,セントラル警備保障株式会社,東京都新宿区西新宿二丁目４番１号　新宿ＮＳビル
E04800,東海リース株式会社,大阪府大阪市北区天神橋２丁目北２番６号
E04801,中道リース株式会社,北海道札幌市中央区北一条東三丁目３番地
E04802,株式会社日立情報システムズ,東京都品川区大崎一丁目２番１号
E04803,株式会社アイネス,神奈川県横浜市都筑区牛久保三丁目９番２号
E04804,株式会社メイテック,愛知県名古屋市西区康生通二丁目２０番地１
E04805,株式会社横浜国際平和会議場,神奈川県横浜市西区みなとみらい一丁目１番１号
E04806,株式会社ジャフコ,東京都千代田区丸の内一丁目８番２号
E04807,株式会社　ＴＫＣ,栃木県宇都宮市鶴田町１７５８番地
E04808,株式会社アサツーディ・ケイ,東京都中央区築地一丁目１３番１号
E04809,株式会社エヌジェーケー,東京都目黒区中目黒四丁目８番２号
E04810,富士ソフト株式会社,神奈川県横浜市中区桜木町一丁目１番地
E04811,ソラン株式会社,東京都港区三田３丁目１１番２４号
E04812,ＴＩＳ株式会社,大阪府吹田市江の木町１１番３０号
E04813,株式会社　秩父開発機構,埼玉県秩父市東町２９－２０
E04814,株式会社つくば研究支援センター,茨城県つくば市千現２丁目１番６
E04815,アイエックス・ナレッジ株式会社,東京都港区海岸三丁目２２番２３号
E04816,応用地質株式会社,東京都千代田区九段北４丁目２番６号
E04817,株式会社船井総合研究所,大阪府大阪市中央区北浜４丁目４番１０号
E04818,株式会社　ＡＳＫ　ＰＬＡＮＮＩＮＧ　ＣＥＮＴＥＲ,大阪府大阪市中央区鎗屋町一丁目２番９号
E04820,ジャパンシステム株式会社,東京都渋谷区代々木一丁目２２番１号
E04821,株式会社九州リースサービス,福岡県福岡市博多区博多駅前４丁目３番１８号
E04822,株式会社日本システムディベロップメント,東京都新宿区西新宿２丁目７番１号
E04823,株式会社　進学会,北海道札幌市白石区本郷通１丁目北１番１５号
E04824,株式会社ナガセ,東京都武蔵野市吉祥寺南町一丁目２９番２号
E04825,株式会社ワオ・コーポレーション,大阪府大阪市北区中崎西２丁目６番１７号
E04826,株式会社トーカイ,岐阜県岐阜市若宮町九丁目１６番地
E04827,株式会社インテリジェント・コスモス研究機構,宮城県仙台市青葉区南吉成六丁目６番地の３
E04828,日本管財株式会社,兵庫県西宮市六湛寺町９番１６号
E04829,株式会社ホリプロ,東京都目黒区下目黒１－２－５
E04830,住商情報システム株式会社,東京都中央区晴海一丁目８番１２号
E04831,三菱総研ＤＣＳ株式会社,東京都品川区東品川４－１２－２　品川シーサイドウエストタワー
E04834,株式会社ジャステック,東京都港区高輪三丁目５番２３号
E04835,株式会社乃村工藝社,東京都港区台場２丁目３番４号
E04836,株式会社メディアリーヴス,東京都千代田区三番町６－１
E04837,トランス・コスモス株式会社,東京都渋谷区渋谷三丁目２５番１８号
E04838,ユーエフジェイセントラルリース株式会社,愛知県名古屋市中区栄一丁目２４番１５号
E04839,株式会社ＳＲＡ,東京都豊島区南池袋２－３２－８
E04840,日本コンピュータシステム株式会社,東京都新宿区西新宿２－１－１
E04841,日本コンピューター・システム株式会社,大阪府大阪市中央区城見１丁目３番７号
E04842,トランスデジタル株式会社,東京都千代田区永田町二丁目４番３号
E04843,東京博善株式会社,東京都千代田区内神田２丁目５番６号
E04844,株式会社メデカジャパン,埼玉県さいたま市大宮区桜木町一丁目９番６号　大宮センタービル１３階
E04845,株式会社けいはんな,京都府相楽郡精華町光台１丁目７番地
E04846,株式会社アイ・エス・ビー,東京都品川区大崎５丁目１番１１号
E04847,株式会社エスアールエル,東京都立川市曙町二丁目４１番１９号
E04848,西尾レントオール株式会社,大阪府大阪市中央区東心斎橋１丁目１１番１７号
E04849,株式会社クレオ,東京都港区高輪三丁目１９番２２号
E04850,株式会社ウィザス,大阪府大阪市中央区備後町三丁目６番２号ＫＦセンタービル
E04851,株式会社サイエンス・クリエイト,愛知県豊橋市西幸町字浜池３３３番地の９
E04852,日立ソフトウェアエンジニアリング株式会社,東京都品川区東品川四丁目１２番７号
E04853,株式会社シーイーシー,神奈川県座間市東原五丁目１番１１号
E04854,株式会社　グリーンハウス,東京都渋谷区代々木２丁目７番３号
E04855,株式会社両毛システムズ,群馬県桐生市広沢町三丁目４０２５番地
E04856,株式会社ＫＳＫ,東京都稲城市百村１６２５番地２
E04857,東洋テック株式会社,大阪府大阪市浪速区桜川１丁目７番１８号
E04858,共同コンピュータホールディングス株式会社,福井県福井市月見五丁目４番４号
E04859,株式会社スクウェア・エニックス・ホールディングス,東京都渋谷区代々木三丁目２２番７号
E04860,株式会社共成レンテム,北海道帯広市西１８条北１丁目１４番地
E04861,株式会社ＤＴＳ,東京都港区新橋６丁目１９番１３号
E04862,株式会社カナモト,北海道札幌市中央区大通東三丁目１番地１９
E04863,日本ジャンボー株式会社,静岡県熱海市泉山下２７番１
E04864,株式会社エーリック,兵庫県尼崎市道意町７丁目１番３
E04865,国際ファッションセンタ－株式会社,東京都墨田区横網一丁目６番１号
E04867,株式会社ナガワ,北海道伊達市長和町４６７番地２
E04868,株式会社ＣＲＣソリューションズ,東京都江東区南砂二丁目７番５号
E04869,株式会社ビジネスブレイン太田昭和,東京都千代田区内幸町二丁目２番３号
E04870,コムテック株式会社,神奈川県小田原市栄町三丁目５番８号
E04871,株式会社コーエーテクモゲームス,神奈川県横浜市港北区箕輪町一丁目１８番１２号
E04872,ＳＢＩパートナーズ株式会社,東京都港区六本木一丁目６番１号
E04873,日本プロセス株式会社,東京都港区浜松町二丁目４番１号
E04874,イオンディライト株式会社,大阪府大阪市中央区南船場２丁目３番２号
E04876,株式会社大阪繊維リソースセンター,大阪府泉大津市旭町２２番４５号
E04877,株式会社ミロク情報サービス,東京都新宿区四谷四丁目２９番地１
E04878,株式会社日本医療事務センター,東京都千代田区神田佐久間町三丁目２番地
E04879,テクモ株式会社,東京都千代田区九段北４丁目１番３４号
E04881,株式会社ウエスコ,岡山県岡山市島田本町２－５－３５
E04882,株式会社北陸メディアセンター,石川県金沢市千木町リ１００番地
E04883,株式会社仙台ソフトウェアセンター,宮城県仙台市宮城野区榴岡５－１２－５５
E04884,株式会社協和コンサルタンツ,東京都渋谷区笹塚一丁目６２番１１号
E04886,株式会社タイトー,東京都渋谷区代々木三丁目２２番７号　新宿文化クイントビル１５Ｆ
E04887,株式会社タナベ経営,大阪府大阪市淀川区宮原３丁目３番４１号
E04888,サコス株式会社,東京都品川区東五反田四丁目５番３号
E04889,株式会社セゾン情報システムズ,東京都豊島区東池袋三丁目１番１号
E04890,三協フロンテア株式会社,千葉県柏市新十余二５番地
E04891,情報技術開発株式会社,東京都新宿区西新宿六丁目８番１号
E04893,株式会社アップ,兵庫県西宮市高松町１５番４１号
E04894,ピー・シー・エー株式会社,東京都千代田区富士見１－２－２１
E04895,燦ホールディングス株式会社,大阪府大阪市中央区道修町三丁目６番１号
E04896,株式会社アインファーマシーズ,北海道札幌市東区東苗穂５条１丁目２番１号
E04897,株式会社国際デザインセンター,愛知県名古屋市中区栄三丁目１８番１号
E04898,日本技術開発株式会社,東京都中野区本町５丁目３３番１１号
E04899,株式会社セレスポ,東京都豊島区北大塚一丁目２１番５号
E04900,株式会社長大,東京都中央区日本橋蛎殻町一丁目２０番４号
E04901,キヤノンソフトウェア株式会社,東京都港区三田三丁目９番６号
E04902,株式会社スペース,東京都中央区日本橋人形町三丁目９番４号
E04903,株式会社建設技術研究所,東京都中央区日本橋浜町三丁目２１番１号
E04904,株式会社イチネンホールディングス,大阪府大阪市淀川区西中島４丁目１０番６号
E04906,エームサービス株式会社,東京都港区西新橋一丁目１番１５号
E04907,株式会社全教研,福岡県福岡市中央区赤坂一丁目１５番９号
E04908,株式会社共立メンテナンス,東京都千代田区外神田２丁目１８番８号
E04909,東京美装興業株式会社,東京都新宿区西新宿六丁目５番１号
E04910,株式会社ベルシステム２４,東京都渋谷区千駄ヶ谷五丁目３４番７号
E04911,株式会社エヌ・ティ・ティ・データ,東京都江東区豊洲三丁目３番３号
E04912,イオンクレジットサービス株式会社,東京都千代田区神田錦町一丁目１番地
E04913,株式会社東北ハンドレッド,宮城県仙台市青葉区本町三丁目６番１６号
E04914,株式会社ラックランド,東京都新宿区西新宿三丁目１８番２０号
E04915,株式会社ディーワンダーランド,東京都港区高輪２丁目１５番８号
E04916,ウィルソン・ラーニング　ワールドワイド株式会社,東京都中央区晴海一丁目８番１０号
E04917,株式会社ベンチャー・リンク,東京都台東区寿１丁目５番１０号
E04918,株式会社福山コンサルタント,福岡県福岡市博多区博多駅東三丁目６番１８号
E04919,株式会社　アイネット,神奈川県横浜市西区みなとみらい三丁目３番１号
E04920,旭情報サービス株式会社,東京都千代田区丸の内１丁目７番１２号
E04921,クラフト株式会社,東京都千代田区麹町五丁目１番地
E04922,株式会社ユニコ・コーポレーション,北海道札幌市西区二十四軒２条４丁目６番２３号ユニコビル
E04923,株式会社ダイテック,愛知県名古屋市中区錦三丁目２２番２０号
E04924,大日本コンサルタント株式会社,東京都豊島区駒込三丁目２３番１号
E04925,株式会社ステップ,神奈川県藤沢市藤沢６０２番地
E04926,株式会社ダスキン,大阪府吹田市豊津町１番３３号
E04927,株式会社エフ・イー・エル,大阪府大阪市北区同心一丁目８番１４号
E04928,株式会社公文教育研究会,大阪府大阪市北区梅田１丁目２番２号
E04929,株式会社ハイマート久留米,福岡県久留米市六ツ門町９番地１
E04930,株式会社ニチイ学館,東京都千代田区神田駿河台２丁目９番地
E04931,株式会社ダイセキ,愛知県名古屋市港区船見町１－８６
E04932,株式会社ビケンテクノ,大阪府吹田市南金田２丁目１２番１号
E04933,福井コンピュータ株式会社,福井県福井市高木中央１丁目２５０１番地
E04934,株式会社ナック,東京都新宿区西新宿１丁目２５番１号
E04935,株式会社栄光,埼玉県さいたま市南区南本町１丁目２番１３号
E04937,大新東株式会社,東京都港区芝３丁目１４番２号
E04938,日本工業検査株式会社,神奈川県川崎市川崎区浅野町１番４号
E04939,株式会社ベネッセホールディングス,岡山県岡山市北区南方三丁目７番１７号
E04940,株式会社ディーエムエス,東京都千代田区神田小川町一丁目１１番地
E04941,株式会社昴,鹿児島県鹿児島市加治屋町９番１号
E04942,石川島汎用機サービス株式会社,東京都中央区築地３丁目１７番９号
E04944,株式会社ハリマビステム,神奈川県横浜市神奈川区鶴屋町２－２３－２
E04945,株式会社メフォス,東京都千代田区五番町１番地
E04946,リコーリース株式会社,東京都江東区東雲１－７－１２
E04947,日本電子計算株式会社,東京都中央区日本橋茅場町１－８－１
E04948,株式会社光通信,東京都豊島区南池袋一丁目１６番１５号
E04949,株式会社東京スタジアム,東京都調布市西町３７６番地３
E04950,札幌臨床検査センター株式会社,北海道札幌市中央区北５条西１８丁目９番地１
E04952,日本システムウエア株式会社,東京都渋谷区桜丘町３１番１１号
E04953,アンドール株式会社,東京都中央区日本橋本町４丁目８番１４号
E04954,株式会社アルプス技研,神奈川県相模原市緑区西橋本五丁目４番１２号
E04955,オリジナル設計株式会社,東京都渋谷区元代々木町３０番１３号
E04956,ＧＥ三洋クレジット株式会社,大阪府大阪市中央区城見１丁目２番２７号
E04957,株式会社コナミスポーツ＆ライフ,東京都品川区東品川４丁目１０番１号
E04958,株式会社市進ホールディングス,千葉県市川市八幡２丁目３番１１号
E04959,イマジニア株式会社,東京都新宿区西新宿二丁目７番１号
E04960,株式会社プラザクリエイト,東京都千代田区五番町１番地
E04962,大成株式会社,愛知県名古屋市中区栄３丁目３１番１２号
E04963,ポケットカード株式会社,東京都港区芝一丁目５番９号
E04964,株式会社サニックス,福岡県福岡市博多区博多駅東２丁目１番２３号
E04965,ウッドランド株式会社,大阪府大阪市中央区今橋一丁目６番１９号
E04966,ネットワンシステムズ株式会社,東京都品川区東品川二丁目２番８号スフィアタワー天王洲
E04967,株式会社ダイオーズ,東京都港区浜松町二丁目４番１号
E04968,株式会社ニチゾウテック,大阪府大阪市大正区鶴町２丁目１５番２６号
E04969,株式会社ノヴァ,大阪府大阪市中央区西心斎橋二丁目３番２号
E04970,新規事業投資株式会社,東京都千代田区大手町二丁目６番２号
E04971,株式会社　サン・ライフ,神奈川県平塚市馬入本町１３－１１
E04972,株式会社環境管理センター,東京都日野市上田１２９番地
E04973,日本空調サービス株式会社,愛知県名古屋市名東区照が丘２３９番２
E04974,株式会社債券決済ネットワーク,東京都千代田区神田錦町一丁目１９番地１
E04975,株式会社エイジス,千葉県千葉市花見川区幕張町四丁目５４４番４
E04976,株式会社フォーカスシステムズ,東京都品川区東五反田二丁目７番８号
E04977,日本アジアグループ株式会社,東京都千代田区丸の内二丁目３番２号
E04978,株式会社　アール・エス・シー,東京都豊島区東池袋三丁目１番３号　サンシャインシティ
E04979,パーク二四株式会社（定款上の商号　パーク２４株式会社）,東京都千代田区有楽町二丁目７番１号
E04980,アイサンテクノロジー株式会社,愛知県名古屋市中区錦三丁目７番１４号　ＡＴビル
E04981,株式会社明光ネットワークジャパン,東京都東京都新宿区西新宿７丁目２０番１号
E04982,株式会社ファルコＳＤホールディングス,京都府京都市中京区河原町通二条上る清水町３４６番地
E04983,株式会社　セ　タ,東京都江東区有明三丁目１番地２５
E04984,株式会社ニッパンレンタル,群馬県前橋市西片貝町四丁目５番地１５
E04986,株式会社ベルックス,北海道札幌市中央区北５条西１２丁目２番地
E04987,川崎地質株式会社,東京都港区三田二丁目１１番１５号
E04988,株式会社クレスコ,東京都港区港南２丁目１５番１号
E04989,エヌエス環境株式会社,東京都港区西新橋３丁目２４番９号
E04990,株式会社　田　谷,東京都渋谷区神宮前二丁目１８番１９号
E04991,株式会社　秀英予備校,静岡県静岡市葵区鷹匠二丁目７番１号
E04992,株式会社電通テック,東京都中央区築地一丁目１１番１０号
E04993,株式会社ユニマットライフ,東京都港区南青山２丁目１２番１４号
E04994,株式会社　堀内カラー,大阪府大阪市北区万歳町３番１７号
E04995,株式会社菱友システムズ,東京都港区高輪二丁目１９番１３号
E04996,株式会社ジャストシステム,徳島県徳島市川内町平石若松１０８番地４
E04997,ティーディーシーソフトウェアエンジニアリング株式会社,東京都渋谷区千駄ヶ谷五丁目３３番６号
E04999,トレンドマイクロ株式会社,東京都渋谷区代々木二丁目１番１号　新宿マインズタワー
E05000,ヤフー株式会社,東京都港区赤坂九丁目７番１号
E05001,日本パレットプール株式会社,大阪府大阪市北区芝田二丁目８番１１号
E05002,株式会社アルゴ２１,東京都中央区勝どき六丁目１番１５号
E05003,ワタベウェディング株式会社,京都府京都市下京区烏丸通仏光寺上る二帖半敷町６７１番地
E05004,株式会社マイスターエンジニアリング,千葉県千葉市美浜区中瀬一丁目３番地
E05006,ウチダエスコ株式会社,東京都江東区佐賀一丁目６番２号
E05007,株式会社プレック研究所,東京都千代田区麹町３丁目７番地６
E05008,株式会社アクセス,大阪府大阪市中央区道修町３丁目６番１号
E05011,株式会社クリップコーポレーション,愛知県名古屋市千種区内山三丁目１８番１０号
E05014,株式会社もしもしホットライン,東京都渋谷区代々木二丁目６番５号
E05015,株式会社キタック,新潟県新潟市中央区新光町１０番地２
E05017,株式会社インフォメーション・ディベロプメント,東京都千代田区二番町７番地５
E05018,株式会社アルゴグラフィックス,東京都中央区日本橋箱崎町５番１４号
E05019,株式会社東急コミュニティー,東京都世田谷区用賀四丁目１０番１号
E05020,アドアーズ株式会社,東京都中央区日本橋馬喰町２－１－３
E05021,株式会社学研クレジット,東京都品川区上大崎二丁目２５番５号
E05022,日信電子サービス株式会社,東京都台東区浅草橋五丁目２０番８号
E05023,ニスコム株式会社,東京都渋谷区渋谷１丁目１５番２１号　ポーラ渋谷ビル
E05024,株式会社　リソー教育,東京都豊島区目白三丁目１番４０号
E05025,株式会社オービック,東京都中央区京橋二丁目４番１５号
E05027,日本オラクル株式会社,東京都港区北青山２丁目５番８号
E05028,株式会社早稲田アカデミー,東京都豊島区池袋二丁目５３番７号
E05029,株式会社アルファシステムズ,東京都渋谷区渋谷二丁目１７番５号
E05030,株式会社城南進学研究社,神奈川県川崎市川崎区駅前本町２２番地２
E05031,トヨタファイナンス株式会社,東京都江東区東陽六丁目３番２号（上記は登記上の本店所在地であり、実際の業務は下記の場所で行っている。）
E05032,株式会社フジスタッフ,東京都千代田区丸の内一丁目１１番１号
E05033,フューチャーアーキテクト株式会社,東京都品川区大崎一丁目２番２号
E05034,株式会社アドバンテージ・リソーシング・ジャパン,東京都港区六本木六丁目１０番１号
E05035,株式会社ウェアハウス,東京都足立区保木間一丁目１番１９号
E05036,株式会社シーエーシー,東京都中央区日本橋箱崎町２４番１号
E05037,ソフトバンク・テクノロジー株式会社,東京都新宿区西五軒町１３番１号
E05038,アジアパシフィックシステム総研株式会社,東京都豊島区高田３－３７－１０
E05039,株式会社ジェイウイング,富山県南砺市城端１０４６番地
E05040,鹿島共同再資源化センター株式会社,茨城県鹿島郡神栖町大字東和田２１番地３
E05041,ＧＭＯインターネット株式会社,東京都渋谷区桜丘町２６番１号
E05042,株式会社トーセ,京都府乙訓郡大山崎町字下植野小字二階下１３番地
E05045,株式会社ユー・エス・エス,愛知県東海市新宝町５０７番地の２０
E05046,株式会社ユニバーサルホーム,東京都中央区八丁堀二丁目７番１号
E05047,株式会社リロ・ホールディング,東京都新宿区新宿４丁目３番２３号
E05048,株式会社オービックビジネスコンサルタント,東京都新宿区西新宿六丁目８番１号
E05049,株式会社エムティーアイ,東京都新宿区西新宿三丁目２０番２号
E05050,セコムテクノサービス株式会社,東京都中野区弥生町五丁目６番１１号
E05052,株式会社ビーイング,三重県津市桜橋１丁目３１２番地
E05053,株式会社京進,京都府京都市下京区烏丸通五条下る大阪町３８２－１
E05054,日本ラッド株式会社,東京都新宿区四谷四丁目１６番３号
E05055,株式会社エム・エイチ・グループ,東京都渋谷区千駄ヶ谷１－１１－１ＭＨビル
E05056,株式会社ビー・エム・エル,東京都渋谷区千駄ヶ谷五丁目２１番３号
E05057,日立ビジネスソリューション株式会社,神奈川県横浜市中区桜木町一丁目１番地８
E05058,日本レコード・キーピング・ネットワーク株式会社,東京都千代田区丸の内三丁目４番１号　新国際ビルヂング３Ｆ
E05059,伊藤忠テクノソリューションズ株式会社,東京都千代田区霞が関三丁目２番５号
E05060,ニューディール株式会社,東京都新宿区新宿２－８－６
E05061,株式会社インターネット総合研究所,東京都目黒区目黒一丁目２４番１２号
E05062,株式会社野村総合研究所,東京都千代田区丸の内一丁目６番５号
E05063,株式会社ＮＥＳＴＡＧＥ,大阪府吹田市江の木町６番１３号
E05064,株式会社メッツ,東京都港区西麻布一丁目２番２４号
E05065,株式会社ニットー,愛知県名古屋市北区平安二丁目１０番１９号
E05066,株式会社東計電算,神奈川県川崎市中原区市ノ坪１５０番地
E05067,株式会社東京個別指導学院,東京都中央区佃一丁目１１番８号
E05068,ｅ－まちタウン株式会社,東京都豊島区南池袋三丁目１３番５号
E05069,株式会社　構造計画研究所,東京都中野区本町四丁目３８番１３号　日本ホルスタイン会館内
E05070,株式会社ダイサン,大阪府大阪市中央区南本町２丁目６番１２号
E05071,日本インベスター・ソリューション・アンド・テクノロジー株式会社,神奈川県横浜市西区みなとみらい二丁目２番１号
E05072,株式会社サイバーエージェント,東京都渋谷区道玄坂一丁目１２番１号
E05073,株式会社トスネット,宮城県仙台市宮城野区宮城野一丁目１０番１号
E05074,株式会社ＬＤＨ,東京都新宿区西新宿７－２０－１
E05075,株式会社　昭和システムエンジニアリング,東京都中央区日本橋小伝馬町１５番１８号
E05076,三井情報株式会社,東京都港区愛宕２－５－１
E05080,楽天株式会社,東京都品川区東品川四丁目１２番３号
E05081,カルチュア・コンビニエンス・クラブ株式会社,大阪府大阪市北区梅田２丁目５番２５号
E05082,株式会社インテリジェンス,東京都港区赤坂七丁目３番３７号
E05083,株式会社アルファ,岡山県岡山市桑野７０９番地６
E05085,株式会社エイト日本技術開発,岡山県岡山市北区津島京町三丁目１番２１号
E05087,株式会社メディアイノベーション,東京都渋谷区恵比寿四丁目２０番３号
E05088,株式会社デジタルアドベンチャー,東京都港区六本木七丁目１８番１８号
E05090,株式会社さくらケーシーエス,兵庫県神戸市中央区播磨町２１番１
E05091,株式会社エックスネット,東京都新宿区荒木町１３番地４
E05092,株式会社デジタルセンド,東京都港区新橋一丁目１番１号
E05093,総合メディカル株式会社,福岡県福岡市中央区天神二丁目１４番８号
E05094,株式会社デジタルデザイン,大阪府大阪市北区西天満４－１１－２２
E05095,株式会社日専連ライフサービス,宮城県仙台市青葉区中央一丁目３番１号アエル９階
E05096,株式会社クリーク・アンド・リバー社,東京都千代田区麹町二丁目１０番９号
E05097,モーニングスター株式会社,東京都港区六本木１丁目６番１号
E05098,株式会社　ピーエイ,東京都新宿区新小川町６－２９アクロポリス１０Ｆ
E05099,株式会社　大塚商会,東京都千代田区飯田橋二丁目１８番４号
E05100,株式会社テー・オー・ダブリュー,東京都港区虎ノ門四丁目３番１３号　神谷町セントラルプレイス
E05101,株式会社インフォメーションクリエーティブ,東京都品川区南大井六丁目２２番７号
E05102,フレパー・ネットワークス株式会社,東京都港区虎ノ門３丁目１２番１号
E05104,特許キャピタル株式会社,東京都新宿区余丁町１４番地４号
E05106,図研エルミック株式会社,神奈川県横浜市港北区新横浜三丁目１番１号
E05107,株式会社エフアンドエム,大阪府吹田市江坂町１丁目２３番３８号
E05109,エー・アンド・アイ　システム株式会社,東京都中央区日本橋箱崎町１６番９号
E05110,株式会社ＪＩＥＣ,東京都新宿区西新宿六丁目２４番１号
E05111,ニッテレ債権回収株式会社,東京都港区芝浦３丁目１６番２０号
E05112,株式会社ベクター,東京都新宿区西新宿八丁目１４番２４号
E05113,株式会社スカイパーフェクト・コミュニケーションズ,東京都渋谷区渋谷二丁目１５番１号
E05114,株式会社ガーラ,東京都渋谷区渋谷３丁目１２番２２号
E05115,ソフトブレーン株式会社,東京都中央区日本橋二丁目１番３号
E05116,サイボウズ株式会社,東京都文京区後楽一丁目４番１４号
E05117,株式会社グッドウィル,東京都港区六本木六丁目１０番１号
E05118,エネサーブ株式会社,滋賀県大津市月輪２丁目１９番６号
E05120,日本コンピュータ・ダイナミクス株式会社,東京都品川区西五反田四丁目３２番１号
E05121,日本ハウズイング株式会社,東京都新宿区新宿一丁目３１番１２号
E05122,株式会社オリエンタルコンサルタンツ,東京都渋谷区渋谷一丁目１６番１４号
E05123,ＧＭＯアドパートナーズ株式会社,東京都渋谷区桜丘町２６番１号
E05125,株式会社ビーコン　インフォメーション　テクノロジー,東京都新宿区西新宿一丁目２４番１号
E05127,株式会社バリュークリエーション,東京都中央区銀座六丁目１０番１６号
E05128,株式会社昭文社デジタルソリューション（旧社名：日本コンピュータグラフィック株式会社）,千葉県市原市五井３９２６番地１
E05129,株式会社キンレイ,大阪府大阪市中央区淡路町三丁目１番９号
E05130,株式会社サイバー・コミュニケーションズ,東京都港区東新橋二丁目１４番１号
E05131,ネオアクシス株式会社,東京都江東区木場２－１７－１２　ＳＡビルディング
E05132,株式会社グレース,大阪府大阪市阿倍野区北畠１丁目７番１１号
E05133,株式会社ドリーム・トレイン・インターネット,東京都渋谷区円山町３番６号
E05134,株式会社富士通ビー・エス・シー,東京都港区台場二丁目３番１号
E05135,ＴＦＰコンサルティンググループ株式会社,東京都新宿区西新宿１－２３－７新宿ファーストウエスト１２階
E05136,デザインエクスチェンジ株式会社,東京都目黒区青葉台３丁目６番１６号
E05137,株式会社トーシン,愛知県名古屋市中区栄３丁目４番２１号
E05140,株式会社　Ｔｒｉｐｌｅ　Ｒｅａｃｈ,東京都渋谷区神宮前四丁目１番２４号
E05141,株式会社エル・シー・エーホールディングス,東京都台東区東上野五丁目１番５号
E05142,株式会社アグレックス,東京都新宿区西新宿二丁目６番１号　新宿住友ビル
E05143,オリコン株式会社,東京都港区六本木六丁目８番１０号
E05144,株式会社ブイシンク,東京都中央区築地２－１２－１０
E05145,セントラルスポーツ株式会社,東京都中央区新川一丁目２１番２号
E05146,日本外食トラスト株式会社,東京都文京区本郷１丁目１５番６号
E05147,株式会社電通国際情報サービス,東京都港区港南二丁目１７番１号
E05148,株式会社豆蔵ＯＳホールディングス,東京都新宿区西新宿二丁目１番１号
E05149,バリューコマース株式会社,東京都港区赤坂八丁目１番１９号
E05151,ネクストウェア株式会社,大阪府大阪市中央区北久宝寺町四丁目３番１１号
E05152,ＪＤＣ信託株式会社,東京都港区六本木４丁目２番１４
E05153,株式会社メンバーズ,東京都品川区西五反田５－２－４　レキシントン・プラザ西五反田
E05155,株式会社イーエムシステムズ（商号　株式会社ＥＭシステムズ）,大阪府大阪市淀川区宮原一丁目６番１号
E05156,株式会社デジタルガレージ,東京都渋谷区恵比寿南三丁目５番７号
E05157,インテック・ウェブ・アンド・ゲノム・インフォマティクス株式会社,東京都江東区新砂一丁目３番３号
E05158,株式会社ハドソン,東京都港区赤坂九丁目７番１号
E05159,ＳＢＩホールディングス株式会社,東京都港区六本木一丁目６番１号
E05160,株式会社サイバードホールディングス,東京都港区六本木六丁目１０番１号
E05161,株式会社メディアシーク,東京都港区麻布台二丁目３番５号
E05162,株式会社ウェザーニューズ,東京都港区芝三丁目１番１４号　日本生命赤羽橋ビル
E05163,株式会社ＣＩＪ,神奈川県横浜市西区平沼一丁目２番２４号
E05164,株式会社クリード,東京都千代田区内神田三丁目２番８号ＣＯＩ内神田ビルＢ１Ｆ
E05165,ダブルクリック株式会社,東京都品川区大井一丁目２０番地６号
E05167,東洋ビジネスエンジニアリング株式会社,東京都千代田区大手町１丁目８番１号
E05168,株式会社ＡＣＣＥＳＳ,東京都千代田区猿楽町二丁目８番１６号
